,Erro Velocidade angular,Erro Posicao x,Erro Posicao y,Tempo
757,0.0,0.0,0.0,7.57
758,0.0,0.0,0.0,7.58
759,0.0,0.0,0.0,7.59
760,0.0,0.0,0.0,7.6
761,0.0,0.0,0.0,7.61
762,0.0,0.0,0.0,7.62
763,0.0,0.0,0.0,7.63
764,0.0,0.0,0.0,7.6400000000000015
765,0.0,0.0,0.0,7.65
766,0.0,0.0,0.0,7.66
767,0.0,0.0,0.0,7.67
768,0.0,0.0,0.0,7.68
769,0.0,0.0,0.0,7.69
770,0.0,0.0,0.0,7.7
771,0.0,0.0,0.0,7.71
772,0.0,0.0,0.0,7.72
773,0.0,0.0,0.0,7.73
774,0.0,0.0,0.0,7.74
775,0.0,0.0,0.0,7.75
776,0.0,0.0,0.0,7.76
777,0.0,0.0,0.0,7.77
778,0.0,0.0,0.0,7.78
779,0.0,0.0,0.0,7.79
780,0.0,0.0,0.0,7.8
781,0.0,0.0,0.0,7.81
782,0.0,0.0,0.0,7.82
783,0.0,0.0,0.0,7.83
784,0.0,0.0,0.0,7.84
785,0.0,0.0,0.0,7.85
786,0.0,0.0,0.0,7.86
787,0.0,0.0,0.0,7.87
788,0.0,0.0,0.0,7.88
789,0.0,0.0,0.0,7.8900000000000015
790,0.0,0.0,0.0,7.9
791,0.0,0.0,0.0,7.91
792,0.0,0.0,0.0,7.92
793,0.0,0.0,0.0,7.9300000000000015
794,0.0,0.0,0.0,7.94
795,0.0,0.0,0.0,7.95
796,0.0,0.0,0.0,7.96
797,0.0,0.0,0.0,7.97
798,0.0,0.0,0.0,7.98
799,0.0,0.0,0.0,7.99
800,0.0,0.0,0.0,8.0
801,0.0,0.0,0.0,8.01
802,0.0,0.0,0.0,8.02
803,0.0,0.0,0.0,8.03
804,0.0,0.0,0.0,8.040000000000001
805,0.0,0.0,0.0,8.05
806,0.0,0.0,0.0,8.06
807,0.0,0.0,0.0,8.07
808,0.0,0.0,0.0,8.08
809,0.0,0.0,0.0,8.09
810,0.0,0.0,0.0,8.1
811,0.0,0.0,0.0,8.11
812,0.0,0.0,0.0,8.120000000000001
813,0.0,0.0,0.0,8.13
814,0.0,0.0,0.0,8.14
815,0.0,0.0,0.0,8.15
816,0.0,0.0,0.0,8.16
817,0.0,0.0,0.0,8.17
818,0.0,0.0,0.0,8.18
819,0.0,0.0,0.0,8.19
820,0.0,0.0,0.0,8.2
821,0.0,0.0,0.0,8.21
822,0.0,0.0,0.0,8.22
823,0.0,0.0,0.0,8.23
824,0.0,0.0,0.0,8.24
825,0.0,0.0,0.0,8.25
826,0.0,0.0,0.0,8.26
827,0.0,0.0,0.0,8.27
828,0.0,0.0,0.0,8.28
829,0.0,0.0,0.0,8.290000000000001
830,0.0,0.0,0.0,8.3
831,0.0,0.0,0.0,8.31
832,0.0,0.0,0.0,8.32
833,0.0,0.0,0.0,8.33
834,0.0,0.0,0.0,8.34
835,0.0,0.0,0.0,8.35
836,0.0,0.0,0.0,8.36
837,0.0,0.0,0.0,8.370000000000001
838,0.0,0.0,0.0,8.38
839,0.0,0.0,0.0,8.39
840,0.0,0.0,0.0,8.4
841,0.0,0.0,0.0,8.41
842,0.0,0.0,0.0,8.42
843,0.0,0.0,0.0,8.43
844,0.0,0.0,0.0,8.44
845,0.0,0.0,0.0,8.45
846,0.0,0.0,0.0,8.46
847,0.0,0.0,0.0,8.47
848,0.0,0.0,0.0,8.48
849,0.0,0.0,0.0,8.49
850,0.0,0.0,0.0,8.5
851,0.0,0.0,0.0,8.51
852,0.0,0.0,0.0,8.52
853,0.0,0.0,0.0,8.53
854,0.0,0.0,0.0,8.540000000000001
855,0.0,0.0,0.0,8.55
856,0.0,0.0,0.0,8.56
857,0.0,0.0,0.0,8.57
858,0.0,0.0,0.0,8.58
859,0.0,0.0,0.0,8.59
860,0.0,0.0,0.0,8.6
861,0.0,0.0,0.0,8.61
862,0.0,0.0,0.0,8.620000000000001
863,0.0,0.0,0.0,8.63
864,0.0,0.0,0.0,8.64
865,0.0,0.0,0.0,8.65
866,0.0,0.0,0.0,8.66
867,0.0,0.0,0.0,8.67
868,0.0,0.0,0.0,8.68
869,0.0,0.0,0.0,8.69
870,0.0,0.0,0.0,8.700000000000001
871,0.0,0.0,0.0,8.71
872,0.0,0.0,0.0,8.72
873,0.0,0.0,0.0,8.73
874,0.0,0.0,0.0,8.74
875,0.0,0.0,0.0,8.75
876,0.0,0.0,0.0,8.76
877,0.0,0.0,0.0,8.77
878,0.0,0.0,0.0,8.78
879,0.0,0.0,0.0,8.790000000000001
880,0.0,0.0,0.0,8.8
881,0.0,0.0,0.0,8.81
882,0.0,0.0,0.0,8.82
883,0.0,0.0,0.0,8.83
884,0.0,0.0,0.0,8.84
885,0.0,0.0,0.0,8.85
886,0.0,0.0,0.0,8.86
887,0.0,0.0,0.0,8.870000000000003
888,0.0,0.0,0.0,8.88
889,0.0,0.0,0.0,8.89
890,0.0,0.0,0.0,8.9
891,0.0,0.0,0.0,8.91
892,0.0,0.0,0.0,8.92
893,0.0,0.0,0.0,8.93
894,0.0,0.0,0.0,8.94
895,0.0,0.0,0.0,8.950000000000003
896,0.0,0.0,0.0,8.96
897,0.0,0.0,0.0,8.97
898,0.0,0.0,0.0,8.98
899,0.0,0.0,0.0,8.99
900,0.0,0.0,0.0,9.0
901,0.0,0.0,0.0,9.01
902,0.0,0.0,0.0,9.02
903,0.0,0.0,0.0,9.03
904,0.0,0.0,0.0,9.04
905,0.0,0.0,0.0,9.05
906,0.0,0.0,0.0,9.06
907,0.0,0.0,0.0,9.07
908,0.0,0.0,0.0,9.08
909,0.0,0.0,0.0,9.09
910,0.0,0.0,0.0,9.1
911,0.0,0.0,0.0,9.11
912,0.0,0.0,0.0,9.12
913,0.0,0.0,0.0,9.13
914,0.0,0.0,0.0,9.14
915,0.0,0.0,0.0,9.15
916,0.0,0.0,0.0,9.16
917,0.0,0.0,0.0,9.17
918,0.0,0.0,0.0,9.18
919,0.0,0.0,0.0,9.19
920,0.0,0.0,0.0,9.2
921,0.0,0.0,0.0,9.21
922,0.0,0.0,0.0,9.22
923,0.0,0.0,0.0,9.23
924,0.0,0.0,0.0,9.24
925,0.0,0.0,0.0,9.25
926,0.0,0.0,0.0,9.26
927,0.0,0.0,0.0,9.27
928,0.0,0.0,0.0,9.28
929,0.0,0.0,0.0,9.29
930,0.0,0.0,0.0,9.3
931,0.0,0.0,0.0,9.31
932,0.0,0.0,0.0,9.32
933,0.0,0.0,0.0,9.33
934,0.0,0.0,0.0,9.34
935,0.0,0.0,0.0,9.35
936,0.0,0.0,0.0,9.36
937,0.0,0.0,0.0,9.37
938,0.0,0.0,0.0,9.38
939,0.0,0.0,0.0,9.39
940,0.0,0.0,0.0,9.4
941,0.0,0.0,0.0,9.41
942,0.0,0.0,0.0,9.42
943,0.0,0.0,0.0,9.43
944,0.0,0.0,0.0,9.44
945,0.0,0.0,0.0,9.45
946,0.0,0.0,0.0,9.46
947,0.0,0.0,0.0,9.47
948,0.0,0.0,0.0,9.48
949,0.0,0.0,0.0,9.49
950,0.0,0.0,0.0,9.5
951,0.0,0.0,0.0,9.51
952,0.0,0.0,0.0,9.52
953,0.0,0.0,0.0,9.53
954,0.0,0.0,0.0,9.54
955,0.0,0.0,0.0,9.55
956,0.0,0.0,0.0,9.56
957,0.0,0.0,0.0,9.57
958,0.0,0.0,0.0,9.58
959,0.0,0.0,0.0,9.59
960,0.0,0.0,0.0,9.6
961,0.0,0.0,0.0,9.61
962,0.0,0.0,0.0,9.62
963,0.0,0.0,0.0,9.63
964,0.0,0.0,0.0,9.64
965,0.0,0.0,0.0,9.65
966,0.0,0.0,0.0,9.66
967,0.0,0.0,0.0,9.67
968,0.0,0.0,0.0,9.68
969,0.0,0.0,0.0,9.69
970,0.0,0.0,0.0,9.7
971,0.0,0.0,0.0,9.71
972,0.0,0.0,0.0,9.72
973,0.0,0.0,0.0,9.73
974,0.0,0.0,0.0,9.74
975,0.0,0.0,0.0,9.75
976,0.0,0.0,0.0,9.76
977,0.0,0.0,0.0,9.77
978,0.0,0.0,0.0,9.78
979,0.0,0.0,0.0,9.79
980,0.0,0.0,0.0,9.8
981,0.0,0.0,0.0,9.81
982,0.0,0.0,0.0,9.82
983,0.0,0.0,0.0,9.83
984,0.0,0.0,0.0,9.84
985,0.0,0.0,0.0,9.85
986,0.0,0.0,0.0,9.86
987,0.0,0.0,0.0,9.87
988,0.0,0.0,0.0,9.88
989,0.0,0.0,0.0,9.89
990,0.0,0.0,0.0,9.9
991,0.0,0.0,0.0,9.91
992,0.0,0.0,0.0,9.92
993,0.0,0.0,0.0,9.93
994,0.0,0.0,0.0,9.94
995,0.0,0.0,0.0,9.95
996,0.0,0.0,0.0,9.96
997,0.0,0.0,0.0,9.97
998,0.0,0.0,0.0,9.98
999,0.0,0.0,0.0,9.99
